log_id,zone_id,date,wind_speed_kmph,visibility_km,precipitation_mm
1210,14,2025-06-09,1.1,9.6,0.0
1211,14,2025-06-10,13.5,10.0,1.5
1212,14,2025-06-11,15.3,10.0,0.6
1213,14,2025-06-12,12.3,10.0,0.0
1214,14,2025-06-13,6.5,9.6,0.0
1215,14,2025-06-14,1.7,8.7,0.0
1216,14,2025-06-15,19.9,10.0,0.0
1217,14,2025-06-16,0.6,10.0,0.6
1218,14,2025-06-17,11.3,9.8,0.0
1219,14,2025-06-18,6.0,8.9,0.0
1220,14,2025-06-19,11.2,10.0,1.0
1221,14,2025-06-20,12.7,8.8,0.5
1222,14,2025-06-21,4.5,8.1,0.0
1223,14,2025-06-22,20.9,10.0,5.8
1224,14,2025-06-23,14.3,10.0,0.0
1225,14,2025-06-24,9.1,10.0,0.0
1226,14,2025-06-25,14.8,10.0,0.0
1227,14,2025-06-26,3.8,5.8,0.5
1228,14,2025-06-27,,6.6,5.7
1229,14,2025-06-28,7.5,6.2,0.8
1230,14,2025-06-29,23.2,10.0,0.0
1231,14,2025-06-30,13.0,8.3,0.3
1232,14,2025-07-01,1.6,6.2,0.7
1233,14,2025-07-02,6.3,10.0,2.2
1234,14,2025-07-03,7.6,10.0,0.0
1235,14,2025-07-04,14.9,10.0,2.2
1236,14,2025-07-05,1.2,8.4,0.0
1237,14,2025-07-06,14.2,10.0,0.0
1238,14,2025-07-07,21.8,10.0,0.0
1239,14,2025-07-08,23.4,10.0,0.0
1240,14,2025-07-09,2.2,10.0,1.2
1241,14,2025-07-10,22.3,10.0,0.7
1242,14,2025-07-11,6.1,7.8,0.0
1243,14,2025-07-12,18.1,10.0,0.5
1244,14,2025-07-13,12.7,10.0,1.5
1245,14,2025-07-14,18.1,10.0,1.3
1246,14,2025-07-15,6.8,10.0,0.0
1247,14,2025-07-16,3.3,10.0,0.0
1248,14,2025-07-17,9.7,7.2,0.0
1249,14,2025-07-18,13.6,8.7,3.4
1250,14,2025-07-19,13.4,8.1,0.0
1251,14,2025-07-20,18.2,10.0,0.0
1252,14,2025-07-21,3.3,8.1,0.2
1253,14,2025-07-22,2.8,9.2,3.0
1254,14,2025-07-23,13.2,10.0,0.0
1255,14,2025-07-24,12.2,10.0,0.8
1256,14,2025-07-25,9.5,8.7,0.0
1257,14,2025-07-26,4.4,9.3,1.7
1258,14,2025-07-27,4.5,10.0,0.0
1259,14,2025-07-28,4.5,8.8,0.6
1260,14,2025-07-29,,10.0,0.5
1261,15,2025-05-01,21.7,9.0,2.9
1262,15,2025-05-02,6.3,9.9,0.7
1263,15,2025-05-03,4.6,10.0,0.0
1264,15,2025-05-04,5.8,8.8,0.5
1265,15,2025-05-05,17.2,6.4,1.4
1266,15,2025-05-06,6.0,9.7,0.0
1267,15,2025-05-07,15.2,9.7,0.5
1268,15,2025-05-08,8.3,10.0,0.0
1269,15,2025-05-09,4.2,7.6,2.0
1270,15,2025-05-10,13.1,7.5,0.3
1271,15,2025-05-11,30.1,10.0,13.2
1272,15,2025-05-12,6.2,10.0,5.2
1273,15,2025-05-13,3.2,10.0,0.0
1274,15,2025-05-14,10.1,8.2,0.0
1275,15,2025-05-15,,8.0,0.0
1276,15,2025-05-16,8.4,7.3,0.0
1277,15,2025-05-17,6.2,10.0,0.0
1278,15,2025-05-18,11.7,,0.0
1279,15,2025-05-19,8.6,10.0,1.1
1280,15,2025-05-20,6.8,7.5,0.0
1281,15,2025-05-21,14.9,5.8,0.0
1282,15,2025-05-22,8.0,10.0,0.3
1283,15,2025-05-23,8.4,10.0,0.5
1284,15,2025-05-24,3.7,8.7,0.0
1285,15,2025-05-25,7.6,9.8,1.2
1286,15,2025-05-26,10.5,6.1,4.9
1287,15,2025-05-27,25.8,8.3,0.0
1288,15,2025-05-28,10.4,8.6,0.0
1289,15,2025-05-29,9.9,8.9,0.0
1290,15,2025-05-30,4.6,10.0,0.3
1291,15,2025-05-31,5.7,8.0,2.0
1292,15,2025-06-01,2.2,8.3,0.7
1293,15,2025-06-02,5.6,4.7,0.5
1294,15,2025-06-03,1.1,4.9,3.5
1295,15,2025-06-04,8.4,10.0,0.3
1296,15,2025-06-05,2.6,9.0,0.0
1297,15,2025-06-06,8.2,10.0,0.0
1298,15,2025-06-07,16.5,10.0,0.0
1299,15,2025-06-08,12.0,7.9,1.5
1300,15,2025-06-09,6.2,8.4,3.7
1301,15,2025-06-10,5.8,10.0,0.0
1302,15,2025-06-11,16.0,6.7,5.3
1303,15,2025-06-12,14.2,7.5,1.0
1304,15,2025-06-13,16.4,10.0,3.0
1305,15,2025-06-14,8.3,8.2,7.3
1306,15,2025-06-15,26.3,8.1,0.0
1307,15,2025-06-16,5.0,7.7,0.0
1308,15,2025-06-17,9.4,9.5,0.0
1309,15,2025-06-18,19.3,9.9,0.0
1310,15,2025-06-19,,10.0,0.4
1311,15,2025-06-20,4.1,6.9,1.8
1312,15,2025-06-21,15.2,8.9,1.5
1313,15,2025-06-22,19.4,9.0,0.0
1314,15,2025-06-23,6.0,10.0,2.3
1315,15,2025-06-24,10.6,9.0,0.0
1316,15,2025-06-25,42.3,10.0,0.0
1317,15,2025-06-26,16.7,9.3,2.0
1318,15,2025-06-27,10.2,,0.0
1319,15,2025-06-28,11.7,8.4,1.4
1320,15,2025-06-29,,9.0,0.0
1321,15,2025-06-30,12.4,10.0,5.1
1322,15,2025-07-01,5.0,9.2,0.0
1323,15,2025-07-02,14.6,9.8,0.0
1324,15,2025-07-03,28.3,8.7,0.1
1325,15,2025-07-04,4.7,9.2,2.3
1326,15,2025-07-05,8.3,8.5,0.0
1327,15,2025-07-06,6.4,9.5,0.0
1328,15,2025-07-07,5.7,10.0,0.0
1329,15,2025-07-08,16.2,9.7,2.5
1330,15,2025-07-09,4.1,9.5,0.0
1331,15,2025-07-10,20.3,10.0,0.0
1332,15,2025-07-11,15.9,9.1,0.0
1333,15,2025-07-12,9.8,10.0,0.0
1334,15,2025-07-13,12.3,9.5,0.0
1335,15,2025-07-14,50.1,8.6,1.7
1336,15,2025-07-15,1.0,8.8,0.0
1337,15,2025-07-16,9.1,9.5,0.0
1338,15,2025-07-17,14.3,6.2,0.0
1339,15,2025-07-18,14.5,9.0,0.0
1340,15,2025-07-19,8.1,6.7,0.0
1341,15,2025-07-20,25.6,8.5,0.2
1342,15,2025-07-21,16.0,7.9,2.3
1343,15,2025-07-22,12.6,8.7,1.1
1344,15,2025-07-23,15.7,8.7,0.0
1345,15,2025-07-24,4.8,9.1,4.3
1346,15,2025-07-25,9.5,9.5,0.1
1347,15,2025-07-26,19.0,7.5,7.5
1348,15,2025-07-27,18.4,7.3,0.0
1349,15,2025-07-28,15.3,10.0,0.0
1350,15,2025-07-29,6.8,8.0,1.3
1351,16,2025-05-01,5.0,9.7,0.0
1352,16,2025-05-02,16.3,9.3,1.7
1353,16,2025-05-03,0.8,8.8,2.7
1354,16,2025-05-04,6.2,10.0,0.0
1355,16,2025-05-05,14.7,9.8,0.1
1356,16,2025-05-06,18.4,10.0,2.1
1357,16,2025-05-07,6.7,8.3,0.0
1358,16,2025-05-08,9.4,7.0,7.1
1359,16,2025-05-09,11.2,8.8,2.1
1360,16,2025-05-10,57.8,10.0,0.0
1361,16,2025-05-11,6.0,8.0,0.0
1362,16,2025-05-12,5.6,10.0,0.0
1363,16,2025-05-13,19.8,10.0,4.0
1364,16,2025-05-14,4.7,10.0,2.2
1365,16,2025-05-15,5.1,10.0,0.6
1366,16,2025-05-16,4.9,7.7,0.0
1367,16,2025-05-17,3.8,9.5,0.0
1368,16,2025-05-18,16.1,10.0,0.0
1369,16,2025-05-19,4.0,9.0,1.0
1370,16,2025-05-20,6.6,7.8,0.5
1371,16,2025-05-21,6.5,10.0,3.3
1372,16,2025-05-22,281.5361340827901,9.9,2.2
1373,16,2025-05-23,24.5,10.0,3.0
1374,16,2025-05-24,29.2,10.0,0.4
1375,16,2025-05-25,13.9,8.8,0.0
1376,16,2025-05-26,3.0,9.3,0.0
1377,16,2025-05-27,21.1,6.3,0.7
1378,16,2025-05-28,6.8,10.0,2.3
1379,16,2025-05-29,10.0,10.0,0.0
1380,16,2025-05-30,19.7,7.4,3.8
1381,16,2025-05-31,10.7,8.5,0.6
1382,16,2025-06-01,5.3,7.5,0.0
1383,16,2025-06-02,12.0,10.0,1.0
1384,16,2025-06-03,12.8,7.5,0.0
1385,16,2025-06-04,9.6,10.0,0.0
1386,16,2025-06-05,9.1,10.0,2.8
1387,16,2025-06-06,5.7,9.2,0.0
1388,16,2025-06-07,7.9,10.0,1.5
1389,16,08/06/2025,4.0,6.4,0.0
1390,16,2025-06-09,24.9,9.7,0.0
1391,16,2025-06-10,3.3,10.0,3.9
1392,16,2025-06-11,15.0,10.0,0.0
1393,16,2025-06-12,11.6,10.0,0.0
1394,16,2025-06-13,9.1,10.0,0.0
1395,16,2025-06-14,16.6,10.0,1.2
1396,16,2025-06-15,7.1,8.9,0.0
1397,16,2025-06-16,16.8,7.6,2.0
1398,16,2025-06-17,5.3,9.3,6.3
1399,16,2025-06-18,28.2,10.0,0.0
1400,16,2025-06-19,10.6,8.8,5.4
1401,16,2025-06-20,35.6,9.5,0.0
1402,16,2025-06-21,5.3,10.0,0.0
1403,16,2025-06-22,3.2,10.0,0.7
1404,16,2025-06-23,10.1,10.0,5.4
1405,16,2025-06-24,14.8,10.0,0.0
1406,16,2025-06-25,42.4,10.0,0.1
1407,16,2025-06-26,5.6,10.0,0.0
1408,16,2025-06-27,1.8,10.0,7.8
1409,16,2025-06-28,20.8,6.4,0.0
1410,16,2025-06-29,9.8,10.0,0.0
1411,16,2025-06-30,13.0,7.7,0.0
1412,16,2025-07-01,3.6,9.3,2.4
1413,16,2025-07-02,7.1,9.0,0.0
1414,16,2025-07-03,2.8,9.6,7.4
1415,16,2025-07-04,28.3,7.8,4.4
1416,16,2025-07-05,8.4,10.0,1.1
1417,16,2025-07-06,2.1,9.6,1.5
1418,16,2025-07-07,20.4,8.1,0.0
1419,16,2025-07-08,11.1,10.0,5.4
1420,16,2025-07-09,41.0,9.7,2.2
1421,16,2025-07-10,5.4,6.8,3.2
1422,16,2025-07-11,5.5,7.5,0.0
1423,16,2025-07-12,29.9,10.0,4.4
1424,16,2025-07-13,3.6,8.4,3.9
1425,16,2025-07-14,10.5,10.0,0.6
1426,16,2025-07-15,14.4,10.0,0.0
1427,16,2025-07-16,11.6,7.9,0.3
1428,16,2025-07-17,10.6,9.5,4.5
1429,16,2025-07-18,2.6,10.0,0.4
1430,16,2025-07-19,6.1,7.5,5.3
1431,16,2025-07-20,7.0,9.2,0.0
1432,16,2025-07-21,9.5,9.1,0.0
1433,16,2025-07-22,9.9,9.8,2.4
1434,16,2025-07-23,10.8,10.0,0.0
1435,16,2025-07-24,13.9,10.0,6.4
1436,16,2025-07-25,16.8,8.5,1.6
1437,16,2025-07-26,5.7,10.0,0.1
1438,16,2025-07-27,7.2,9.4,0.7
1439,16,2025-07-28,8.5,10.0,0.0
1440,16,2025-07-29,4.7,8.2,0.1
1441,17,2025-05-01,9.9,9.0,0.0
1442,17,2025-05-02,3.6,9.1,1.4
1443,17,2025-05-03,10.1,8.5,1.3
1444,17,2025-05-04,8.9,8.1,0.0
1445,17,2025-05-05,3.6,8.6,0.9
1446,17,2025-05-06,4.1,7.3,0.2
1447,17,2025-05-07,1.4,9.6,3.6
1448,17,2025-05-08,6.9,10.0,2.8
1449,17,2025-05-09,7.4,9.6,0.0
1450,17,2025-05-10,5.8,9.2,1.6
1451,17,2025-05-11,1.4,8.6,2.4
1452,17,2025-05-12,4.8,10.0,0.0
1453,17,2025-05-13,11.2,10.0,0.3
1454,17,2025-05-14,21.9,8.5,0.0
1455,17,2025-05-15,10.9,7.6,0.0
1456,17,2025-05-16,13.1,10.0,0.0
1457,17,2025-05-17,12.4,8.5,0.0
1458,17,2025-05-18,31.2,9.3,0.0
1459,17,2025-05-19,3.8,10.0,0.1
1460,17,2025-05-20,19.4,7.7,0.7
1461,17,2025-05-21,8.1,7.2,3.2
1462,17,2025-05-22,22.5,9.1,1.3
1463,17,2025-05-23,4.8,10.0,0.0
1464,17,2025-05-24,9.9,,0.0
1465,17,2025-05-25,13.7,7.8,0.0
1466,17,2025-05-26,6.4,8.0,0.0
1467,17,2025-05-27,3.5,6.8,0.0
1468,17,2025-05-28,35.3,9.7,0.0
1469,17,2025-05-29,13.6,10.0,0.0
1470,17,2025-05-30,,7.2,0.1
1471,17,2025-05-31,16.7,7.5,2.5
1472,17,2025-06-01,16.4,7.0,0.1
1473,17,2025-06-02,3.1,8.3,0.8
1474,17,2025-06-03,16.0,10.0,0.7
1475,17,2025-06-04,13.6,8.3,0.2
1476,17,2025-06-05,18.8,7.0,0.0
1477,17,2025-06-06,4.4,9.4,0.7
1478,17,2025-06-07,17.1,8.9,1.0
1479,17,2025-06-08,7.8,8.9,0.0
1480,17,2025-06-09,20.9,8.1,1.5
1481,17,2025-06-10,4.2,8.8,0.3
1482,17,2025-06-11,22.9,8.3,5.0
1483,17,2025-06-12,8.1,7.0,3.9
1484,17,2025-06-13,8.4,9.6,4.3
1485,17,2025-06-14,3.3,10.0,0.0
1486,17,2025-06-15,11.7,8.5,8.4
1487,17,2025-06-16,11.8,10.0,0.0
1488,17,2025-06-17,1.7,9.6,12.8
1489,17,2025-06-18,22.4,8.1,0.0
1490,17,2025-06-19,6.6,8.7,0.0
1491,17,2025-06-20,17.2,7.7,0.0
1492,17,2025-06-21,13.7,8.8,7.6
1493,17,2025-06-22,29.4,8.8,0.0
1494,17,2025-06-23,0.8,10.0,4.1
1495,17,2025-06-24,13.2,9.5,2.0
1496,17,2025-06-25,22.0,6.8,0.0
1497,17,2025-06-26,4.5,9.2,0.0
1498,17,2025-06-27,10.9,9.0,0.0
1499,17,2025-06-28,2.3,8.5,0.0
1500,17,2025-06-29,28.0,7.6,0.0
1501,17,2025-06-30,9.5,9.9,0.0
1502,17,2025-07-01,16.9,10.0,0.0
1503,17,2025-07-02,,7.9,3.9
1504,17,2025-07-03,29.5,10.0,3.2
1505,17,2025-07-04,10.2,10.0,0.0
1506,17,2025-07-05,2.8,6.0,0.0
1507,17,2025-07-06,10.8,9.5,0.0
1508,17,2025-07-07,2.6,10.0,0.5
1509,17,2025-07-08,1.3,9.7,0.0
1510,17,2025-07-09,14.7,9.4,0.0
1511,17,2025-07-10,2.2,10.0,0.0
1512,17,2025-07-11,6.5,8.5,0.0
1513,17,2025-07-12,5.4,10.0,0.0
1514,17,2025-07-13,6.2,7.5,0.0
1515,17,2025-07-14,19.0,9.1,0.0
1516,17,2025-07-15,19.5,9.2,0.0
1517,17,2025-07-16,5.1,6.6,0.0
1518,17,2025-07-17,10.9,8.7,0.0
1519,17,2025-07-18,16.3,8.3,0.0
1520,17,2025-07-19,12.9,9.2,0.0
1521,17,2025-07-20,4.8,8.4,3.3
1522,17,2025-07-21,2.8,10.0,0.0
1523,17,2025-07-22,12.7,7.1,0.0
1524,17,2025-07-23,29.9,7.6,0.5
1525,17,2025-07-24,5.9,8.8,0.0
1526,17,2025-07-25,9.7,10.0,1.4
1527,17,2025-07-26,,9.2,2.5
1528,17,2025-07-27,7.7,9.4,1.4
1529,17,2025-07-28,7.4,8.5,0.0
1530,17,2025-07-29,8.7,10.0,0.0
1531,18,2025-05-01,6.7,10.0,0.8
1532,18,2025-05-02,10.7,9.3,0.0
1533,18,2025-05-03,11.1,9.9,0.0
1534,18,2025-05-04,7.1,10.0,0.0
1535,18,2025-05-05,13.7,7.3,0.0
1536,18,2025-05-06,0.8,10.0,2.0
1537,18,2025-05-07,11.3,7.2,2.1
1538,18,2025-05-08,6.7,10.0,0.0
1539,18,2025-05-09,8.3,9.0,0.2
1540,18,2025-05-10,15.8,9.6,0.4
1541,18,2025-05-11,14.4,10.0,0.0
1542,18,2025-05-12,5.3,8.3,1.8
1543,18,2025-05-13,4.7,8.3,2.5
1544,18,2025-05-14,8.7,9.1,1.3
1545,18,2025-05-15,24.0,9.6,1.6
1546,18,2025-05-16,8.8,10.0,6.8
1547,18,2025-05-17,3.8,8.7,0.0
1548,18,2025-05-18,29.6,10.0,2.1
1549,18,2025-05-19,7.4,6.7,0.7
1550,18,2025-05-20,6.7,10.0,0.0
1551,18,2025-05-21,8.7,10.0,0.0
1552,18,2025-05-22,9.5,7.1,0.0
1553,18,2025-05-23,9.8,10.0,0.0
1554,18,2025-05-24,5.9,10.0,3.3
1555,18,2025-05-25,10.2,10.0,1.5
1556,18,2025-05-26,12.3,7.8,0.0
1557,18,2025-05-27,7.6,8.7,0.0
1558,18,2025-05-28,5.7,9.5,0.0
1559,18,2025-05-29,33.1,10.0,1.2
1560,18,2025-05-30,22.0,8.2,0.0
1561,18,2025-05-31,22.3,10.0,0.0
1562,18,2025-06-01,5.2,9.8,0.3
1563,18,2025-06-02,13.5,8.8,0.0
1564,18,2025-06-03,10.9,9.9,0.0
1565,18,2025-06-04,8.4,10.0,3.5
1566,18,2025-06-05,3.0,8.7,3.3
1567,18,2025-06-06,16.0,10.0,0.0
1568,18,2025-06-07,20.4,9.4,0.0
1569,18,2025-06-08,8.8,8.8,4.3
1570,18,2025-06-09,,6.6,0.0
1571,18,2025-06-10,30.0,9.1,0.5
1572,18,2025-06-11,4.9,9.8,0.0
1573,18,2025-06-12,5.3,10.0,1.0
1574,18,2025-06-13,5.1,10.0,0.4
1575,18,2025-06-14,7.6,9.6,2.9
1576,18,2025-06-15,17.4,8.4,0.0
1577,18,2025-06-16,17.1,6.6,0.0
1578,18,2025-06-17,25.9,10.0,0.0
1579,18,2025-06-18,9.0,10.0,0.0
1580,18,2025-06-19,20.0,9.2,1.3
1581,18,2025-06-20,9.6,7.9,1.4
1582,18,2025-06-21,10.1,7.0,0.0
1583,18,2025-06-22,,10.0,3.6
1584,18,2025-06-23,1.7,10.0,0.4
1585,18,2025-06-24,5.8,10.0,0.0
1586,18,2025-06-25,11.5,10.0,1.4
1587,18,2025-06-26,4.3,8.7,0.0
1588,18,2025-06-27,6.2,7.0,1.7
1589,18,2025-06-28,3.0,9.0,0.0
1590,18,2025-06-29,12.8,7.7,1.0
1591,18,2025-06-30,7.2,8.1,5.7
1592,18,2025-07-01,9.2,10.0,0.0
1593,18,2025-07-02,10.5,8.3,0.0
1594,18,2025-07-03,19.6,9.7,0.0
1595,18,2025-07-04,10.7,7.7,0.0
1596,18,2025-07-05,18.2,9.8,1.8
1597,18,2025-07-06,13.9,8.9,0.1
1598,18,2025-07-07,7.0,10.0,0.0
1599,18,2025-07-08,6.9,7.4,0.0
1600,18,2025-07-09,11.1,9.2,0.0
1601,18,2025-07-10,20.2,9.0,0.0
1602,18,2025-07-11,15.2,10.0,0.0
1603,18,2025-07-12,12.9,7.8,0.0
1604,18,2025-07-13,13.1,8.7,0.0
1605,18,2025-07-14,11.7,9.2,0.0
1606,18,2025-07-15,3.2,9.0,0.0
1607,18,2025-07-16,3.9,8.5,1.6
1608,18,2025-07-17,18.2,9.3,0.0
1609,18,2025-07-18,14.6,9.4,0.0
1610,18,2025-07-19,7.7,9.6,0.0
1611,18,2025-07-20,2.0,10.0,0.0
1612,18,2025-07-21,4.8,9.9,4.2
1613,18,2025-07-22,7.5,7.4,0.0
1614,18,2025-07-23,5.6,9.9,4.3
1615,18,2025-07-24,36.6,9.1,0.0
1616,18,2025-07-25,33.9,6.8,1.0
1617,18,2025-07-26,8.0,9.1,0.1
1618,18,2025-07-27,14.5,8.3,4.3
1619,18,2025-07-28,12.5,8.9,0.0
1620,18,2025-07-29,22.2,9.5,0.0
1621,19,2025-05-01,48.9,8.5,3.1
1622,19,2025-05-02,21.2,10.0,0.4
1623,19,2025-05-03,0.5,9.8,0.0
1624,19,2025-05-04,8.1,7.1,0.0
1625,19,2025-05-05,22.4,7.9,0.6
1626,19,2025-05-06,1.8,9.0,0.0
1627,19,2025-05-07,24.7,7.1,0.0
1628,19,2025-05-08,17.8,5.9,0.0
1629,19,2025-05-09,25.9,9.3,0.0
1630,19,2025-05-10,3.3,9.9,0.0
1631,19,2025-05-11,6.3,7.4,0.0
1632,19,2025-05-12,6.2,9.7,0.0
1633,19,2025-05-13,4.2,5.5,0.0
1634,19,2025-05-14,6.5,10.0,0.0
1635,19,2025-05-15,22.8,7.9,0.0
1636,19,2025-05-16,6.0,7.8,0.0
1637,19,2025-05-17,5.5,7.8,0.0
1638,19,2025-05-18,11.7,10.0,0.1
1639,19,2025-05-19,4.2,7.6,0.0
1640,19,2025-05-20,12.7,9.8,2.6
1641,19,2025-05-21,2.4,10.0,0.0
1642,19,2025-05-22,7.5,6.7,2.1
1643,19,2025-05-23,2.2,6.4,1.9
1644,19,2025-05-24,20.9,8.9,0.0
1645,19,2025-05-25,21.1,8.6,0.0
1646,19,2025-05-26,20.7,8.5,0.0
1647,19,2025-05-27,14.5,8.7,1.8
1648,19,2025-05-28,8.3,7.5,0.2
1649,19,2025-05-29,,7.2,2.1
1650,19,2025-05-30,15.9,8.9,0.0
1651,19,2025-05-31,16.2,9.0,9.3
1652,19,2025-06-01,22.2,9.4,0.0
1653,19,2025-06-02,10.8,5.3,1.1
1654,19,2025-06-03,22.8,6.4,0.1
1655,19,2025-06-04,2.9,10.0,0.0
1656,19,2025-06-05,226.4941425645364,6.5,0.9
1657,19,2025-06-06,6.0,10.0,0.0
1658,19,2025-06-07,11.1,8.8,0.0
1659,19,2025-06-08,5.4,10.0,0.9
1660,19,2025-06-09,9.1,9.7,0.0
1661,19,2025-06-10,4.9,10.0,0.0
1662,19,2025-06-11,24.8,9.0,0.7
1663,19,2025-06-12,12.9,7.9,3.0
1664,19,2025-06-13,16.3,5.6,1.2
1665,19,2025-06-14,29.1,9.7,0.9
1666,19,2025-06-15,4.1,10.0,0.0
1667,19,2025-06-16,34.7,9.4,1.1
1668,19,2025-06-17,5.0,8.9,2.2
1669,19,2025-06-18,14.8,9.3,7.8
1670,19,2025-06-19,4.1,9.6,3.2
1671,19,2025-06-20,21.8,7.0,0.5
1672,19,2025-06-21,3.6,7.9,0.0
1673,19,2025-06-22,8.4,10.0,0.0
1674,19,2025-06-23,21.7,7.5,0.0
1675,19,2025-06-24,11.6,10.0,0.8
1676,19,2025-06-25,38.1,9.1,0.0
1677,19,2025-06-26,12.1,9.4,0.3
1678,19,2025-06-27,7.7,9.0,0.5
1679,19,2025-06-28,1.2,7.9,0.0
1680,19,2025-06-29,14.4,7.5,0.0
1681,19,2025-06-30,18.3,6.3,0.0
1682,19,2025-07-01,17.8,10.0,0.7
1683,19,2025-07-02,38.6,8.3,0.4
1684,19,2025-07-03,10.0,10.0,0.0
1685,19,2025-07-04,24.9,10.0,0.0
1686,19,2025-07-05,12.9,10.0,0.0
1687,19,2025-07-06,47.6,9.7,5.2
1688,19,2025-07-07,10.4,9.9,0.0
1689,19,2025-07-08,11.5,8.4,0.0
1690,19,2025-07-09,18.3,,2.8
1691,19,2025-07-10,15.2,6.5,0.8
1692,19,2025-07-11,29.9,7.6,0.0
1693,19,2025-07-12,2.8,10.0,0.0
1694,19,2025-07-13,27.4,9.3,2.2
1695,19,2025-07-14,9.3,8.3,0.0
1696,19,2025-07-15,12.2,8.7,3.8
1697,19,2025-07-16,8.8,7.5,0.1
1698,19,2025-07-17,3.5,8.9,1.8
1699,19,2025-07-18,,7.7,0.0
1700,19,2025-07-19,6.1,9.1,0.0
1701,19,2025-07-20,4.5,10.0,0.3
1702,19,2025-07-21,14.7,7.7,0.7
1703,19,2025-07-22,14.2,7.5,0.0
1704,19,2025-07-23,17.8,7.5,2.8
1705,19,2025-07-24,,9.0,0.0
1706,19,2025-07-25,27.2,7.6,0.5
1707,19,2025-07-26,4.9,6.6,1.0
1708,19,2025-07-27,32.6,8.9,0.0
1709,19,2025-07-28,21.0,7.9,0.0
1710,19,2025-07-29,6.7,8.7,0.0
1711,20,2025-05-01,9.9,10.0,3.7
1712,20,2025-05-02,10.5,8.7,0.0
1713,20,2025-05-03,33.0,7.9,0.0
1714,20,2025-05-04,5.1,7.9,0.0
1715,20,2025-05-05,16.7,9.9,0.0
1716,20,2025-05-06,8.8,7.9,0.0
1717,20,2025-05-07,11.2,10.0,0.0
1718,20,2025-05-08,27.9,8.3,2.4
1719,20,2025-05-09,8.8,9.9,0.0
1720,20,2025-05-10,7.3,7.3,2.7
1721,20,2025-05-11,8.8,7.4,0.9
1722,20,2025-05-12,19.5,8.8,0.0
1723,20,2025-05-13,9.5,8.1,0.4
1724,20,2025-05-14,9.8,10.0,0.0
1725,20,2025-05-15,21.0,7.6,0.0
1726,20,2025-05-16,0.3,9.0,0.0
1727,20,2025-05-17,7.9,8.7,0.0
1728,20,2025-05-18,6.3,7.6,0.0
1729,20,2025-05-19,40.3,10.0,0.0
1730,20,2025-05-20,,9.4,0.0
1731,20,2025-05-21,19.7,9.4,2.0
1732,20,2025-05-22,6.7,7.3,0.0
1733,20,2025-05-23,10.1,7.5,0.0
1734,20,2025-05-24,22.5,9.2,0.0
1735,20,2025-05-25,14.6,8.8,0.0
1736,20,2025-05-26,17.9,8.3,8.2
1737,20,2025-05-27,12.4,8.7,0.0
1738,20,2025-05-28,8.4,10.0,0.0
1739,20,2025-05-29,,9.8,0.0
1740,20,2025-05-30,24.3,10.0,0.0
1741,20,2025-05-31,6.0,10.0,1.4
1742,20,2025-06-01,1.8,10.0,0.0
1743,20,2025-06-02,,9.7,0.0
1744,20,2025-06-03,25.1,7.2,0.0
1745,20,2025-06-04,4.1,8.8,1.1
1746,20,2025-06-05,8.8,9.7,0.0
1747,20,2025-06-06,6.0,9.5,0.0
1748,20,2025-06-07,19.5,10.0,0.0
1749,20,2025-06-08,7.4,10.0,0.0
1750,20,2025-06-09,7.2,9.4,0.0
1751,20,2025-06-10,18.8,9.0,0.5
1752,20,2025-06-11,3.3,9.3,1.3
1753,20,2025-06-12,19.0,10.0,0.0
1754,20,2025-06-13,3.9,10.0,1.5
1755,20,2025-06-14,8.2,10.0,2.1
1756,20,2025-06-15,3.3,10.0,0.0
1757,20,2025-06-16,7.5,8.4,0.0
1758,20,2025-06-17,19.4,10.0,3.6
1759,20,2025-06-18,1.2,10.0,0.0
1760,20,2025-06-19,9.5,9.3,0.0
1761,20,2025-06-20,3.1,10.0,1.5
1762,20,2025-06-21,41.0,8.5,3.0
1763,20,2025-06-22,22.9,9.2,0.0
1764,20,2025-06-23,6.7,7.1,0.0
1765,20,2025-06-24,25.1,9.4,0.6
1766,20,2025-06-25,6.9,8.8,0.0
1767,20,2025-06-26,16.4,8.6,5.7
1768,20,2025-06-27,4.4,9.1,0.0
1769,20,2025-06-28,8.9,9.0,0.9
1770,20,2025-06-29,7.0,10.0,0.0
1771,20,2025-06-30,50.7,7.7,0.0
1772,20,2025-07-01,1.0,8.9,0.2
1773,20,2025-07-02,1.2,7.0,0.8
1774,20,2025-07-03,6.5,10.0,0.3
1775,20,2025-07-04,8.2,5.8,0.0
1776,20,2025-07-05,8.1,9.0,0.7
1777,20,2025-07-06,8.7,10.0,6.0
1778,20,2025-07-07,18.8,9.4,0.0
1779,20,2025-07-08,35.9,7.1,7.4
1780,20,2025-07-09,6.5,9.1,0.4
1781,20,2025-07-10,9.8,7.1,1.4
1782,20,2025-07-11,10.0,6.9,1.1
1783,20,2025-07-12,5.7,9.4,0.0
1784,20,2025-07-13,3.0,9.7,0.0
1785,20,2025-07-14,4.9,8.7,1.5
1786,20,2025-07-15,14.4,9.1,0.8
1787,20,2025-07-16,12.6,9.9,0.0
1788,20,2025-07-17,9.3,9.8,0.6
1789,20,2025-07-18,5.6,10.0,0.0
1790,20,2025-07-19,8.3,10.0,0.0
1791,20,2025-07-20,11.1,8.4,1.0
1792,20,2025-07-21,14.5,10.0,5.1
1793,20,2025-07-22,6.8,8.3,0.0
