record_id,zone_id,date,deliveries_count,cost_per_delivery,battery_used_pct
1316,15,2025-06-25,13,41.38,32.7
1317,15,2025-06-26,13,37.8,25.4
1318,15,2025-06-27,13,36.14,39.2
1319,15,2025-06-28,12,36.9,28.1
1320,15,2025-06-29,12,37.92,35.0
1321,15,2025-06-30,12,36.45,38.1
1322,15,2025-07-01,13,40.95,28.1
1323,15,2025-07-02,16,39.57,22.9
1324,15,2025-07-03,10,42.51,28.9
1325,15,2025-07-04,13,39.68,30.8
1326,15,2025-07-05,15,39.21,32.5
1327,15,2025-07-06,15,40.34,26.3
1328,15,2025-07-07,10,43.56,43.1
1329,15,2025-07-08,13,39.37,22.2
1330,15,2025-07-09,10,37.0,38.2
1331,15,2025-07-10,8,33.57,28.6
1332,15,2025-07-11,12,40.89,22.2
1333,15,2025-07-12,15,32.41,29.2
1334,15,2025-07-13,12,39.72,27.0
1335,15,2025-07-14,9,38.69,32.4
1336,15,2025-07-15,11,40.42,19.7
1337,15,2025-07-16,12,37.18,33.0
1338,15,2025-07-17,12,,26.6
1339,15,2025-07-18,11,38.4,28.2
1340,15,2025-07-19,12,40.73,28.4
1341,15,2025-07-20,8,45.15,24.8
1342,15,2025-07-21,11,40.99,27.8
1343,15,2025-07-22,15,36.3,29.5
1344,15,2025-07-23,9,41.05,33.9
1345,15,2025-07-24,10,35.19,19.1
1346,15,2025-07-25,12,41.51,32.6
1347,15,2025-07-26,12,38.57,27.7
1348,15,2025-07-27,13,40.94,24.0
1349,15,2025-07-28,13,41.44,28.8
1350,15,2025-07-29,13,47.08,30.1
1351,16,2025-05-01,13,36.43,31.2
1352,16,2025-05-02,12,39.22,26.4
1353,16,2025-05-03,14,43.03,32.3
1354,16,2025-05-04,13,37.93,33.5
1355,16,2025-05-05,10,35.79,31.8
1356,16,2025-05-06,13,36.74,31.3
1357,16,2025-05-07,13,35.07,34.7
1358,16,2025-05-08,12,36.53,24.3
1359,16,2025-05-09,11,37.3,31.0
1360,16,2025-05-10,11,32.62,28.9
1361,16,2025-05-11,15,40.54,27.7
1362,16,2025-05-12,12,32.91,35.7
1363,16,2025-05-13,14,41.22,30.8
1364,16,2025-05-14,15,37.48,26.1
1365,16,2025-05-15,14,38.3,31.4
1366,16,2025-05-16,11,35.54,32.9
1367,16,2025-05-17,9,38.24,30.8
1368,16,2025-05-18,14,36.3,35.9
1369,16,2025-05-19,11,38.45,31.5
1370,16,2025-05-20,12,42.71,29.7
1371,16,2025-05-21,15,42.08,27.4
1372,16,2025-05-22,11,34.05,37.0
1373,16,2025-05-23,11,37.91,22.9
1374,16,2025-05-24,12,,28.1
1375,16,2025-05-25,13,41.51,31.3
1376,16,2025-05-26,16,35.35,27.0
1377,16,2025-05-27,12,36.43,37.1
1378,16,2025-05-28,15,38.65,34.8
1379,16,2025-05-29,12,38.31,28.9
1380,16,2025-05-30,12,39.65,34.1
1381,16,2025-05-31,13,40.5,37.1
1382,16,2025-06-01,7,39.57,24.4
1383,16,2025-06-02,11,39.81,30.1
1384,16,2025-06-03,14,39.37,30.3
1385,16,2025-06-04,14,38.9,27.5
1386,16,2025-06-05,11,37.99,32.6
1387,16,2025-06-06,12,36.69,30.8
1388,16,2025-06-07,8,40.08,29.4
1389,16,2025-06-08,11,37.34,33.7
1390,16,2025-06-09,11,37.9,34.4
1391,16,2025-06-10,11,34.01,29.9
1392,16,2025-06-11,13,35.74,29.8
1393,16,2025-06-12,16,38.61,31.7
1394,16,2025-06-13,11,37.61,31.6
1395,16,2025-06-14,11,36.1,28.2
1396,16,2025-06-15,11,39.72,39.9
1397,16,2025-06-16,13,37.39,30.2
1398,16,2025-06-17,7,39.43,35.6
1399,16,2025-06-18,14,31.48,28.5
1400,16,2025-06-19,13,33.94,18.5
1401,16,2025-06-20,10,39.37,26.1
1402,16,2025-06-21,11,35.73,30.9
1403,16,2025-06-22,10,40.12,19.1
1404,16,2025-06-23,11,35.26,29.5
1405,16,2025-06-24,12,41.03,23.1
1406,16,2025-06-25,11,40.32,37.9
1407,16,2025-06-26,7,39.61,23.3
1408,16,2025-06-27,14,41.17,30.5
1409,16,2025-06-28,16,34.52,32.6
1410,16,2025-06-29,12,39.9,31.6
1411,16,2025-06-30,11,33.93,35.9
1412,16,2025-07-01,10,40.15,24.2
1413,16,2025-07-02,15,42.95,29.1
1414,16,2025-07-03,14,38.41,23.1
1415,16,2025-07-04,12,36.87,33.3
1416,16,2025-07-05,16,34.01,31.2
1417,16,2025-07-06,14,40.12,30.3
1418,16,2025-07-07,10,39.27,31.3
1419,16,2025-07-08,10,39.34,34.6
1420,16,2025-07-09,10,,30.1
1421,16,2025-07-10,14,41.63,29.4
1422,16,2025-07-11,13,37.76,30.3
1423,16,2025-07-12,10,39.51,22.5
1424,16,2025-07-13,11,41.43,30.0
1425,16,2025-07-14,8,34.56,26.2
1426,16,2025-07-15,10,38.34,28.1
1427,16,2025-07-16,16,38.44,32.0
1428,16,2025-07-17,14,34.1,35.1
1429,16,2025-07-18,11,,31.3
1430,16,2025-07-19,13,39.2,36.5
1431,16,2025-07-20,9,40.17,28.8
1432,16,2025-07-21,9,38.01,35.3
1433,16,2025-07-22,10,35.47,31.0
1434,16,2025-07-23,9,36.26,28.8
1435,16,2025-07-24,9,35.72,33.3
1436,16,2025-07-25,13,33.85,28.0
1437,16,2025-07-26,12,38.05,28.6
1438,16,2025-07-27,13,33.4,32.5
1439,16,2025-07-28,10,37.41,34.5
1440,16,2025-07-29,11,42.02,31.1
1441,17,2025-05-01,13,44.74,37.1
1442,17,2025-05-02,13,41.57,34.4
1443,17,2025-05-03,14,43.01,41.1
1444,17,2025-05-04,9,43.59,40.2
1445,17,2025-05-05,12,47.06,38.3
1446,17,2025-05-06,12,42.86,30.9
1447,17,2025-05-07,13,38.61,36.2
1448,17,2025-05-08,13,45.38,45.3
1449,17,2025-05-09,11,42.84,37.6
1450,17,2025-05-10,10,40.05,33.7
1451,17,2025-05-11,10,38.69,37.7
1452,17,2025-05-12,12,39.78,39.1
1453,17,2025-05-13,12,45.48,36.2
1454,17,2025-05-14,9,46.84,38.7
1455,17,2025-05-15,10,45.63,42.3
1456,17,2025-05-16,11,51.09,35.4
1457,17,2025-05-17,7,42.78,38.4
1458,17,2025-05-18,11,43.16,33.1
1459,17,2025-05-19,6,47.78,40.1
1460,17,2025-05-20,9,50.93,38.7
1461,17,2025-05-21,10,45.27,38.2
1462,17,2025-05-22,10,45.39,35.1
1463,17,2025-05-23,11,42.74,31.8
1464,17,2025-05-24,13,46.56,39.6
1465,17,2025-05-25,13,45.77,35.4
1466,17,2025-05-26,9,40.73,33.9
1467,17,2025-05-27,12,48.04,41.3
1468,17,2025-05-28,12,48.02,34.0
1469,17,2025-05-29,11,44.42,40.9
1470,17,2025-05-30,13,43.65,39.7
1471,17,2025-05-31,9,42.79,37.3
1472,17,2025-06-01,12,37.31,38.3
1473,17,2025-06-02,10,45.59,29.7
1474,17,2025-06-03,9,38.14,43.0
1475,17,2025-06-04,9,48.57,41.3
1476,17,2025-06-05,9,41.4,38.9
1477,17,2025-06-06,7,45.11,35.6
1478,17,2025-06-07,10,38.11,38.4
1479,17,2025-06-08,13,43.14,40.3
1480,17,2025-06-09,12,43.98,36.1
1481,17,2025-06-10,12,40.73,38.4
1482,17,2025-06-11,9,46.84,29.8
1483,17,2025-06-12,12,42.17,37.9
1484,17,2025-06-13,10,49.29,35.5
1485,17,2025-06-14,13,48.25,38.7
1486,17,2025-06-15,8,45.67,32.9
1487,17,2025-06-16,13,40.15,40.1
1488,17,2025-06-17,13,50.35,40.9
1489,17,2025-06-18,13,43.06,32.9
1490,17,2025-06-19,12,46.05,37.9
1491,17,2025-06-20,13,45.77,42.6
1492,17,2025-06-21,12,46.43,40.9
1493,17,2025-06-22,8,43.42,40.5
1494,17,2025-06-23,11,47.96,32.7
1495,17,2025-06-24,11,42.26,39.7
1496,17,2025-06-25,10,40.02,39.2
1497,17,2025-06-26,12,47.44,37.5
1498,17,2025-06-27,10,41.93,35.1
1499,17,2025-06-28,9,47.37,44.2
1500,17,2025-06-29,9,48.03,28.8
1501,17,2025-06-30,8,41.92,32.1
1502,17,2025-07-01,12,46.04,36.6
1503,17,2025-07-02,12,46.87,38.6
1504,17,2025-07-03,13,44.59,32.8
1505,17,2025-07-04,11,43.03,33.8
1506,17,2025-07-05,12,42.06,35.8
1507,17,2025-07-06,10,45.85,33.9
1508,17,2025-07-07,15,48.02,39.5
1509,17,2025-07-08,8,48.34,42.1
1510,17,2025-07-09,10,47.09,37.3
1511,17,2025-07-10,12,45.3,41.3
1512,17,2025-07-11,10,42.16,40.5
1513,17,2025-07-12,10,45.45,36.3
1514,17,2025-07-13,15,47.1,33.3
1515,17,2025-07-14,12,39.34,35.1
1516,17,2025-07-15,11,46.55,37.1
1517,17,2025-07-16,14,46.03,36.6
1518,17,2025-07-17,9,47.32,41.0
1519,17,2025-07-18,9,44.56,36.3
1520,17,2025-07-19,12,45.88,35.3
1521,17,2025-07-20,9,41.59,44.4
1522,17,2025-07-21,10,45.46,40.7
1523,17,2025-07-22,14,47.36,32.6
1524,17,2025-07-23,10,44.84,35.1
1525,17,2025-07-24,9,47.23,35.2
1526,17,2025-07-25,15,44.14,32.8
1527,17,2025-07-26,11,43.1,40.8
1528,17,2025-07-27,12,41.85,37.5
1529,17,2025-07-28,13,44.24,42.3
1530,17,2025-07-29,9,47.56,35.7
1531,18,2025-05-01,10,54.18,51.0
1532,18,2025-05-02,9,49.51,50.2
1533,18,2025-05-03,10,55.19,55.4
1534,18,2025-05-04,11,59.95,49.4
1535,18,2025-05-05,7,60.93,55.5
1536,18,2025-05-06,10,55.26,48.9
1537,18,2025-05-07,9,58.08,46.9
1538,18,2025-05-08,8,49.96,56.0
1539,18,2025-05-09,11,56.19,49.0
1540,18,2025-05-10,9,47.51,50.2
1541,18,2025-05-11,7,54.66,57.2
1542,18,2025-05-12,11,58.34,51.7
1543,18,2025-05-13,11,54.02,47.3
1544,18,2025-05-14,8,57.3,44.1
1545,18,2025-05-15,8,57.18,53.6
1546,18,2025-05-16,6,47.28,52.3
1547,18,2025-05-17,10,49.97,38.9
1548,18,2025-05-18,12,56.41,49.3
1549,18,2025-05-19,6,57.93,56.7
1550,18,2025-05-20,8,55.92,43.8
1551,18,2025-05-21,9,55.27,52.8
1552,18,2025-05-22,13,57.89,53.1
1553,18,2025-05-23,9,55.07,46.5
1554,18,2025-05-24,8,53.61,56.2
1555,18,2025-05-25,10,54.32,48.4
1556,18,2025-05-26,12,55.55,47.7
1557,18,2025-05-27,10,53.45,50.4
1558,18,2025-05-28,7,51.13,52.2
1559,18,2025-05-29,10,58.49,46.4
1560,18,2025-05-30,9,59.34,53.7
1561,18,2025-05-31,12,55.33,47.9
1562,18,2025-06-01,10,53.92,46.1
1563,18,2025-06-02,6,53.63,46.4
1564,18,2025-06-03,9,54.57,49.9
1565,18,2025-06-04,8,58.87,52.4
1566,18,2025-06-05,11,55.43,52.3
1567,18,2025-06-06,7,56.4,48.4
1568,18,2025-06-07,10,51.68,52.9
1569,18,2025-06-08,12,57.75,49.7
1570,18,2025-06-09,9,54.57,54.1
1571,18,2025-06-10,10,54.19,52.6
1572,18,2025-06-11,9,57.09,50.6
1573,18,2025-06-12,10,63.19,55.0
1574,18,2025-06-13,10,56.36,54.3
1575,18,2025-06-14,9,56.1,49.0
1576,18,2025-06-15,8,46.51,51.1
1577,18,2025-06-16,6,60.8,50.3
1578,18,2025-06-17,10,55.87,46.1
1579,18,2025-06-18,7,56.89,54.1
1580,18,2025-06-19,10,56.12,44.8
1581,18,2025-06-20,9,57.58,112.70033617088019
1582,18,2025-06-21,8,57.26,56.7
1583,18,2025-06-22,7,56.44,45.9
1584,18,2025-06-23,8,56.31,54.7
1585,18,2025-06-24,8,55.31,48.6
1586,18,2025-06-25,11,56.9,44.3
1587,18,2025-06-26,6,54.02,53.1
1588,18,2025-06-27,10,58.03,52.9
1589,18,2025-06-28,6,53.04,51.2
1590,18,2025-06-29,10,55.26,54.4
1591,18,2025-06-30,10,56.07,46.4
1592,18,2025-07-01,10,56.08,41.0
1593,18,2025-07-02,7,55.95,55.1
1594,18,2025-07-03,9,46.49,51.4
1595,18,2025-07-04,14,50.95,46.3
1596,18,2025-07-05,8,55.1,53.2
1597,18,2025-07-06,8,49.75,49.6
1598,18,2025-07-07,9,54.82,49.8
1599,18,2025-07-08,10,55.57,45.2
1600,18,2025-07-09,10,50.17,42.0
1601,18,2025-07-10,6,57.54,50.0
1602,18,2025-07-11,6,53.9,49.2
1603,18,2025-07-12,12,53.8,52.9
1604,18,2025-07-13,5,54.76,53.3
1605,18,2025-07-14,9,58.0,47.0
1606,18,2025-07-15,7,55.28,55.5
1607,18,2025-07-16,9,57.9,49.1
1608,18,2025-07-17,9,55.47,46.9
1609,18,2025-07-18,9,55.83,51.2
1610,18,2025-07-19,7,58.41,53.9
1611,18,2025-07-20,10,58.63,45.5
1612,18,2025-07-21,9,57.88,42.6
1613,18,2025-07-22,12,54.61,47.2
1614,18,2025-07-23,9,54.06,47.0
1615,18,2025-07-24,11,58.08,49.7
1616,18,2025-07-25,8,57.61,41.5
1617,18,2025-07-26,4,54.33,52.2
1618,18,2025-07-27,9,63.67,52.4
1619,18,2025-07-28,11,59.56,59.6
1620,18,2025-07-29,9,58.87,50.8
1621,19,2025-05-01,8,49.75,41.4
1622,19,2025-05-02,6,47.13,44.4
1623,19,2025-05-03,10,,44.6
1624,19,2025-05-04,12,49.61,57.1
1625,19,2025-05-05,9,47.45,45.7
1626,19,2025-05-06,11,48.14,39.4
1627,19,2025-05-07,12,49.14,48.6
1628,19,2025-05-08,11,55.3,41.3
1629,19,2025-05-09,8,53.08,42.9
1630,19,2025-05-10,11,56.01,45.7
1631,19,2025-05-11,9,48.71,39.9
1632,19,2025-05-12,10,50.81,40.5
1633,19,2025-05-13,11,,40.3
1634,19,2025-05-14,8,52.99,43.2
1635,19,2025-05-15,11,48.1,43.3
1636,19,2025-05-16,7,53.96,42.8
1637,19,2025-05-17,9,51.98,41.5
1638,19,2025-05-18,10,55.16,48.1
1639,19,2025-05-19,12,47.36,45.6
1640,19,2025-05-20,12,50.05,50.2
1641,19,2025-05-21,11,56.17,46.0
1642,19,2025-05-22,9,55.42,46.5
1643,19,2025-05-23,7,49.83,45.7
1644,19,2025-05-24,5,50.75,49.1
1645,19,2025-05-25,9,55.78,49.2
1646,19,2025-05-26,12,52.81,44.8
1647,19,2025-05-27,11,54.13,39.1
1648,19,2025-05-28,8,50.56,45.1
1649,19,2025-05-29,8,56.42,48.9
1650,19,2025-05-30,11,47.18,43.2
1651,19,2025-05-31,11,51.9,49.8
1652,19,2025-06-01,7,54.09,46.1
1653,19,2025-06-02,10,50.59,49.0
1654,19,2025-06-03,8,52.69,43.5
1655,19,2025-06-04,8,50.81,46.0
1656,19,2025-06-05,12,50.47,41.0
1657,19,2025-06-06,13,50.3,50.6
1658,19,2025-06-07,6,50.94,40.7
1659,19,2025-06-08,12,46.76,39.3
1660,19,2025-06-09,5,51.53,46.3
1661,19,2025-06-10,10,47.59,48.3
1662,19,2025-06-11,13,50.74,47.0
1663,19,2025-06-12,10,,45.0
1664,19,2025-06-13,11,58.36,36.4
1665,19,2025-06-14,8,,47.0
1666,19,2025-06-15,16,51.03,47.6
1667,19,2025-06-16,9,53.6,41.4
1668,19,2025-06-17,9,49.82,37.6
1669,19,2025-06-18,12,53.38,39.7
1670,19,2025-06-19,9,52.64,41.8
1671,19,2025-06-20,10,55.97,47.7
1672,19,2025-06-21,9,50.47,45.1
1673,19,2025-06-22,10,44.87,52.9
1674,19,2025-06-23,8,52.37,44.5
1675,19,2025-06-24,14,50.62,38.4
1676,19,2025-06-25,9,47.48,40.6
1677,19,2025-06-26,7,55.04,44.8
1678,19,2025-06-27,11,54.94,47.7
1679,19,2025-06-28,14,53.33,54.3
1680,19,2025-06-29,11,49.12,51.2
1681,19,2025-06-30,9,52.68,38.0
1682,19,2025-07-01,12,48.74,48.1
1683,19,2025-07-02,12,44.96,44.7
1684,19,2025-07-03,10,50.62,47.7
1685,19,2025-07-04,7,52.2,43.7
1686,19,2025-07-05,10,47.82,47.6
1687,19,2025-07-06,9,50.76,43.1
1688,19,2025-07-07,7,54.32,43.4
1689,19,2025-07-08,10,53.41,43.9
1690,19,2025-07-09,10,56.0,44.7
1691,19,2025-07-10,11,47.64,43.9
1692,19,2025-07-11,10,46.51,45.6
1693,19,2025-07-12,10,51.3,48.9
1694,19,2025-07-13,10,55.61,40.8
1695,19,2025-07-14,12,51.43,40.5
1696,19,2025-07-15,11,58.15,44.7
1697,19,2025-07-16,6,,41.9
1698,19,2025-07-17,13,49.06,39.2
1699,19,2025-07-18,12,50.83,43.4
1700,19,2025-07-19,10,47.81,41.7
1701,19,2025-07-20,10,54.27,46.8
1702,19,2025-07-21,10,51.41,46.4
1703,19,2025-07-22,8,48.09,44.9
1704,19,2025-07-23,15,51.42,42.8
1705,19,2025-07-24,9,51.06,39.1
1706,19,2025-07-25,9,52.74,51.4
1707,19,2025-07-26,7,46.43,48.0
1708,19,2025-07-27,10,49.87,43.7
1709,19,2025-07-28,9,53.25,42.0
1710,19,2025-07-29,10,51.14,45.3
1711,20,2025-05-01,12,45.45,40.1
1712,20,2025-05-02,11,45.5,30.4
1713,20,2025-05-03,10,45.58,39.7
1714,20,2025-05-04,12,42.16,34.5
1715,20,2025-05-05,13,47.24,35.1
1716,20,2025-05-06,11,44.51,36.3
1717,20,2025-05-07,16,46.38,38.1
1718,20,2025-05-08,10,41.58,38.8
1719,20,2025-05-09,11,41.53,36.7
1720,20,2025-05-10,9,52.89,36.0
1721,20,2025-05-11,11,44.96,28.5
1722,20,2025-05-12,13,44.19,39.9
1723,20,2025-05-13,9,42.63,36.1
1724,20,2025-05-14,8,40.76,38.0
1725,20,2025-05-15,12,42.9,32.8
1726,20,2025-05-16,7,49.54,31.5
1727,20,2025-05-17,11,43.77,36.8
1728,20,2025-05-18,12,42.8,35.9
1729,20,2025-05-19,10,47.26,28.9
1730,20,2025-05-20,14,44.78,33.1
1731,20,2025-05-21,12,42.23,36.6
1732,20,2025-05-22,10,42.37,29.4
1733,20,2025-05-23,9,47.23,35.4
1734,20,2025-05-24,10,46.92,35.4
1735,20,2025-05-25,16,44.59,39.8
1736,20,2025-05-26,10,46.62,41.4
1737,20,2025-05-27,11,41.06,37.0
1738,20,2025-05-28,12,40.9,36.0
1739,20,2025-05-29,12,,38.8
1740,20,2025-05-30,9,42.62,34.7
1741,20,2025-05-31,11,49.49,36.8
1742,20,2025-06-01,9,41.35,48.5
1743,20,2025-06-02,12,42.85,38.4
1744,20,2025-06-03,12,47.01,44.0
1745,20,2025-06-04,12,40.97,35.7
1746,20,2025-06-05,13,50.34,31.2
1747,20,2025-06-06,11,44.68,40.1
1748,20,2025-06-07,12,41.61,39.8
1749,20,2025-06-08,10,47.06,36.7
1750,20,2025-06-09,12,39.46,40.0
1751,20,2025-06-10,10,41.24,34.6
1752,20,2025-06-11,9,39.69,33.5
1753,20,2025-06-12,8,42.9,33.8
1754,20,2025-06-13,9,50.21,41.8
1755,20,2025-06-14,13,44.96,38.4
1756,20,2025-06-15,10,41.68,41.1
1757,20,2025-06-16,14,40.13,39.6
1758,20,2025-06-17,12,51.9,32.0
1759,20,2025-06-18,8,42.91,39.9
1760,20,2025-06-19,11,40.35,33.6
1761,20,2025-06-20,13,42.22,39.4
1762,20,2025-06-21,12,45.94,43.2
1763,20,2025-06-22,10,40.49,42.2
1764,20,2025-06-23,12,46.87,43.0
1765,20,2025-06-24,14,39.65,33.1
1766,20,2025-06-25,13,43.63,37.1
1767,20,2025-06-26,11,46.23,37.9
1768,20,2025-06-27,12,43.2,40.2
1769,20,2025-06-28,11,43.37,41.1
1770,20,2025-06-29,9,41.59,33.7
1771,20,2025-06-30,9,43.32,41.7
1772,20,2025-07-01,10,44.71,34.1
1773,20,2025-07-02,11,39.61,35.9
1774,20,2025-07-03,9,45.76,37.6
1775,20,2025-07-04,11,47.39,37.6
1776,20,2025-07-05,11,44.11,34.7
1777,20,2025-07-06,10,45.57,29.8
1778,20,2025-07-07,13,43.38,37.8
1779,20,2025-07-08,10,41.82,34.8
1780,20,2025-07-09,13,41.74,35.4
1781,20,2025-07-10,8,40.98,38.5
1782,20,2025-07-11,14,42.46,35.4
1783,20,2025-07-12,7,43.32,27.9
1784,20,2025-07-13,12,44.24,39.2
1785,20,2025-07-14,10,44.64,41.4
1786,20,2025-07-15,9,46.82,30.2
1787,20,2025-07-16,11,38.72,35.7
1788,20,2025-07-17,9,44.48,37.0
1789,20,2025-07-18,14,43.57,30.8
1790,20,2025-07-19,14,43.23,34.8
1791,20,2025-07-20,9,40.41,32.2
1792,20,2025-07-21,12,43.94,38.5
1793,20,2025-07-22,12,51.86,27.8
1794,20,2025-07-23,10,,34.4
1795,20,2025-07-24,13,41.41,43.5
1796,20,2025-07-25,8,44.21,42.2
1797,20,2025-07-26,10,40.15,28.0
1798,20,2025-07-27,11,44.63,37.2
1799,20,2025-07-28,11,39.91,40.0
1800,20,2025-07-29,12,46.34,29.2
1677,19,2025-06-26,7,55.04,44.8
1529,17,2025-07-28,13,44.24,42.3
465,6,2025-05-15,12,43.36,29.5
1590,18,2025-06-29,10,55.26,54.4
1717,20,2025-05-07,16,46.38,38.1
1691,19,2025-07-10,11,47.64,43.9
1156,13,2025-07-15,6,67.41,66.1
602,7,2025-07-01,10,27.72,16.0
1290,15,2025-05-30,14,43.6,31.1
644,8,2025-05-14,7,79.06,64.8
